date,home_score,away_score,rodada,home_team,away_team,ano,c_pontosmedio_all_home,c_pontosmedio_t1_home,c_pontosmedio_t5_home,c_pontosmedio_t10_home,c_preco_all_home,c_preco_t1_home,c_preco_t5_home,c_preco_t10_home,c_pontosmedio_all_away,c_pontosmedio_t1_away,c_pontosmedio_t5_away,c_pontosmedio_t10_away,c_preco_all_away,c_preco_t1_away,c_preco_t5_away,c_preco_t10_away,vencedor,home_vitoria,away_vitoria,home_pontos,away_pontos,home_golspro_m1,away_golspro_m1,home_golscon_m1,away_golscon_m1,home_vitoria_m1,away_vitoria_m1,home_pontos_m1,away_pontos_m1,home_golspro_m2,away_golspro_m2,home_golscon_m2,away_golscon_m2,home_vitoria_m2,away_vitoria_m2,home_pontos_m2,away_pontos_m2,home_golspro_m3,away_golspro_m3,home_golscon_m3,away_golscon_m3,home_vitoria_m3,away_vitoria_m3,home_pontos_m3,away_pontos_m3,home_golspro_m4,away_golspro_m4,home_golscon_m4,away_golscon_m4,home_vitoria_m4,away_vitoria_m4,home_pontos_m4,away_pontos_m4,home_golspro_m5,away_golspro_m5,home_golscon_m5,away_golscon_m5,home_vitoria_m5,away_vitoria_m5,home_pontos_m5,away_pontos_m5,home_golspro_a5,away_golspro_a5,home_golspro_a4,away_golspro_a4,home_golspro_a3,away_golspro_a3,home_golspro_a2,away_golspro_a2,home_golspro_a1,away_golspro_a1,home_golscon_a5,away_golscon_a5,home_golscon_a4,away_golscon_a4,home_golscon_a3,away_golscon_a3,home_golscon_a2,away_golscon_a2,home_golscon_a1,away_golscon_a1,home_vitoria_a5,away_vitoria_a5,home_vitoria_a4,away_vitoria_a4,home_vitoria_a3,away_vitoria_a3,home_vitoria_a2,away_vitoria_a2,home_vitoria_a1,away_vitoria_a1,home_pontos_a5,away_pontos_a5,home_pontos_a4,away_pontos_a4,home_pontos_a3,away_pontos_a3,home_pontos_a2,away_pontos_a2,home_pontos_a1,away_pontos_a1,c_pontosmedio_all_home_res,c_pontosmedio_t1_home_res,c_pontosmedio_t5_home_res,c_pontosmedio_t10_home_res,c_preco_all_home_res,c_preco_t1_home_res,c_preco_t5_home_res,c_preco_t10_home_res,c_pontosmedio_all_away_res,c_pontosmedio_t1_away_res,c_pontosmedio_t5_away_res,c_pontosmedio_t10_away_res,c_preco_all_away_res,c_preco_t1_away_res,c_preco_t5_away_res,c_preco_t10_away_res,preco_away_10,preco_home_10,dif_preco_10,prec_away_20,prec_home_20,home_saldo_a5,away_saldo_a5,testperc,a,train,test,p1,p2,b,placar_full,placar,placar2,previsao
05/08/2018 - 21:45,2,1,17,sao,vas,2018,3.5971429,8,6.6300001,5.9679999,6.0805407,13.26,12.692,11.786,2.2013793,10.24,6.382,4.7589998,4.4000001,19.209999,10.986,8.9320002,0,1,0,3,0,2,1,0,4,1,0,3,0,1,0,2,1,0,0,0,0,3,1,1,0,1,1,3,3,1,1,0,1,1,0,3,1,3,1,0,3,1,0,3,0,2,.80000001,1.75,.75,2,.66666669,1.5,.5,2,1,.60000002,1.8,.75,1.5,1,1.6666666,1,2.5,0,4,.80000001,.2,.75,.25,.66666669,.33333334,.5,0,1,0,2.4000001,.80000001,2.25,1,2,1,1.5,0,3,0,.85845029,.54000008,.72360003,1.0827999,1.1467097,-1.1339998,1.0696003,1.8128002,-.53667217,2.2279997,.37440002,-.14260009,-.82187843,3.0769992,-1.3276,-1.5779998,3,8,5,5,13,0,0,.2,.99708158,1,,2,1,.98889852,21,7,5,
12/08/2018 - 21:45,1,0,18,bah,ame,2018,2.3889656,7.75,6.2660003,4.927,4.89675,18.9,12.892,10.485,2.252069,5.4299998,4.8460002,4.2940001,4.7680001,16.58,11.608,10.339,0,1,0,3,0,1,0,1,0,0,0,1,1,2,1,2,0,0,1,1,3,2,2,0,1,1,1,3,3,4,0,1,1,1,0,3,0,1,1,1,3,0,0,1,0,2,.80000001,2.25,.75,1.6666666,1,1.5,.5,1,0,1,1,1,.5,1,.33333334,1.5,0,1,0,.40000001,.40000001,.5,.5,.33333334,.66666669,0,.5,0,0,1.8,1.4,2,1.75,1.6666666,2.3333333,1,2,1,1,-.27001724,.47000012,.46620026,.14070007,.12690242,3.6059997,1.1066002,.45709977,-.46383658,-2.5200002,-1.0593998,-.55189985,-.51918322,1.3809998,-.36420029,.0020997524,5,6,1,8,9,0,0,.2,.48592257,1,,1,0,.90892762,10,5,4,
12/08/2018 - 21:45,1,1,18,par,bot,2018,1.7963333,6.1599998,4.9759998,3.835,3.8711765,9,7.6440001,6.4110003,3.1336668,8.0500002,6.0960002,5.2259998,5.439189,14.98,12.191999,10.423,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,3,3,0,0,0,0,0,1,2,0,0,1,0,3,1,0,0,2,1,0,3,0,0,0,1,2,0,0,0,0,.2,.2,.25,.25,0,.33333334,0,0,0,0,1.4,1.4,1.5,1.25,2,1,2,1.5,1,0,.2,.2,.25,.25,0,.33333334,0,0,0,0,.60000002,.80000001,.75,1,0,1.3333334,0,.5,0,1,-.86264956,-1.12,-.82380021,-.95129991,-.89867109,-6.2940001,-4.1413999,-3.6168997,.41776118,.10000019,.19060011,.38009983,.1520056,-.21900053,.21979932,.08610034,6,1,-5,8,1,0,0,.2,.65246058,1,,1,1,.94912905,11,4,3,
12/08/2018 - 21:45,0,0,18,cea,cap,2018,2.7042856,7.3499999,5.2979999,4.5450001,4.1977501,12.3,8.5019999,7.3429999,2.4131999,6.8000002,4.6859999,4.0349998,3.8206251,10.75,9.6820002,8.8629999,1,0,0,1,1,1,0,0,0,1,0,3,1,1,4,0,0,1,1,3,3,0,1,2,0,0,1,0,3,0,1,1,2,0,0,0,0,1,2,0,2,1,0,3,1,.60000002,1.6,.5,1.5,.66666669,1.6666666,1,2,1,0,.60000002,.80000001,.75,.5,.66666669,0,0,0,0,0,.60000002,.40000001,.5,.5,.66666669,.66666669,1,.5,1,0,1.8,1.6,1.5,1.75,2,2.3333333,3,2,3,1,.045302771,.07000003,-.50180018,-.2412999,-.57209748,-2.9939997,-3.2834001,-2.6849,-.30270568,-1.1499999,-1.2194002,-.81090015,-1.4665583,-4.4489999,-2.2902,-1.4739001,3,2,-1,4,2,1,0,.2,.60423553,1,,0,0,.69506073,0,4,3,
12/08/2018 - 21:45,2,1,18,cha,cor,2018,2.0051999,4.1300001,3.8600001,3.4620001,3.7795238,10.92,8.552,7.2989998,3.3418519,10,6.8740001,5.4679999,5.8962855,12.81,11.74,10.407,0,1,0,3,0,1,0,1,0,0,0,1,1,1,4,1,1,0,1,1,3,0,2,1,0,0,1,0,3,0,1,0,3,0,0,1,0,1,2,1,0,0,1,1,3,.60000002,1.8,.5,1.75,.66666669,2,1,2,1,0,.80000001,.80000001,.75,1,1,.33333334,1,.5,1,0,0,.60000002,0,.5,0,.66666669,0,.5,0,0,.80000001,2,.75,1.75,.66666669,2.3333333,1,2,1,1,-.65378296,-3.1499999,-1.9397999,-1.3242998,-.99032372,-4.3740001,-3.2333999,-2.7289002,.6259464,2.05,.96859998,.62209994,.60910219,-2.3889997,-.23220034,.070099592,6,2,-4,8,2,0,0,.2,.51384282,1,,2,1,.97780359,21,7,5,
12/08/2018 - 21:45,1,0,18,fla,cru,2018,3.446923,7.8800001,6.79,6.006,5.5786667,21.76,15.658,13.339,2.9778571,11.75,7.3660002,5.3179998,6.0283332,17.290001,13.308001,11.185,0,1,0,3,0,0,1,2,1,0,0,0,1,4,0,1,2,1,0,3,0,1,0,1,2,0,0,1,0,2,2,0,1,1,1,3,3,0,3,1,1,0,1,0,3,1.4,1.2,1.75,.75,1.6666666,.33333334,2,.5,0,1,1,1.4,1,1.5,1.3333334,1.6666666,1.5,1.5,2,1,.40000001,.40000001,.5,.25,.33333334,0,.5,0,0,0,1.4,1.4,1.75,1,1.3333334,.33333334,1.5,.5,0,1,.78794014,.60000026,.99019992,1.2197001,.80881912,6.4660001,3.8726001,3.3110998,.26195154,3.8,1.4606001,.47209984,.74114984,2.0910008,1.3358004,.84810042,7,10,3,10,16,0,0,.2,.41837117,1,,1,0,.31316882,10,5,4,
12/08/2018 - 21:45,0,3,18,flu,int,2018,2.4763999,7.9699998,5.5780001,4.263,4.7118421,16.83,12.254,9.6759996,3.3989286,8.6300001,7.4380002,6.0830002,6.3318419,18.299999,14.993999,12.695,2,0,1,0,3,1,1,1,0,0,1,1,3,0,3,1,0,0,1,0,3,1,1,0,2,1,0,3,0,2,1,1,0,1,1,3,3,1,2,1,2,0,0,1,1,1,1.6,1,1.5,.66666669,1.6666666,.5,2,1,1,.80000001,.80000001,.75,.5,.66666669,.66666669,1,0,1,0,.40000001,.60000002,.5,.75,.33333334,.66666669,0,1,0,1,1.6,2,1.75,2.25,1.3333334,2,.5,3,1,3,-.18258294,.68999994,-.22179994,-.52329993,-.058005501,1.536,.46859971,-.35190025,.6830231,.68000013,1.5326002,1.2371002,1.0446585,3.1009991,3.0217993,2.3580997,9,5,-4,15,7,0,0,.2,.84993535,1,,0,3,.6239928,2,2,2,
12/08/2018 - 21:45,3,0,18,cam,san,2018,2.7335713,8.8599997,6.3280001,5.0029998,5.293889,19.530001,13.422,11.057,2.1658332,5.3299999,4.362,3.7739999,6.1708336,15,13.444,11.502,0,1,0,3,0,0,0,1,0,0,0,0,1,2,0,2,1,0,0,1,0,2,1,0,1,1,0,3,1,2,0,3,0,0,0,0,1,0,1,2,1,0,0,0,1,1.2,.40000001,1.5,.25,1.3333334,.33333334,1,0,0,0,1.6,.60000002,1.5,.5,1,.66666669,1.5,.5,1,0,.2,0,.25,0,.33333334,0,0,0,0,0,.80000001,.80000001,1,.75,1.3333334,.66666669,.5,.5,0,1,.07458844,1.5799998,.52820003,.21669981,.52404147,4.2360005,1.6365999,1.0291003,-.55007231,-2.6200001,-1.5434,-1.0719,.88365024,-.19900008,1.4718001,1.1650999,7,7,0,11,10,0,0,.2,.81050187,1,,3,0,.41155481,30,6,5,
12/08/2018 - 21:45,1,3,18,spo,sao,2018,2.8429167,7.6999998,5.9159999,4.6869998,4.4408569,10.48,9.4619999,8.2419996,3.2665517,8,6.5,5.6870003,5.8916669,12.76,11.886001,10.946,2,0,1,0,3,1,2,1,1,0,1,1,3,1,2,4,0,0,1,0,3,0,1,1,2,0,0,0,0,1,3,2,1,0,1,0,3,0,1,1,0,0,1,0,3,.60000002,1.8,.75,2,.66666669,1.6666666,1,2,1,2,1.8,.80000001,2,1,2,1,2.5,.5,1,1,0,.80000001,0,.75,0,.66666669,0,1,0,1,.2,2.4000001,.25,2.25,.33333334,2,.5,3,1,3,.18393388,.41999993,.11619987,-.099300168,-.32899064,-4.8140006,-2.3234,-1.7859002,.55064619,.050000001,.5945999,.84110028,.60448354,-2.4389999,-.086199477,.6091001,6,3,-3,10,3,0,0,.2,.24251625,1,,1,3,.92514539,2,3,2,
12/08/2018 - 21:45,1,0,18,pal,vas,2018,3.0903847,6.52,5.6020002,4.7820001,5.9658537,14.98,13.08,11.743,2.005862,9.4099998,5.868,4.3769999,4.5626669,19.42,11.296,9.3610001,0,1,0,3,0,0,1,0,2,0,0,1,0,3,1,0,4,1,0,3,0,0,0,1,1,0,0,0,0,3,1,2,0,1,1,3,3,1,1,1,1,0,0,1,1,1.4,.80000001,1.5,.75,1,.66666669,1.5,1,0,1,.80000001,1.6,.75,1.75,.33333334,2.3333333,0,3,0,2,.40000001,.2,.5,.25,.33333334,0,.5,0,0,0,1.6,.80000001,1.75,.75,1.3333334,0,2,0,1,0,.43140188,-.75999987,-.19779977,-.0042999028,1.1960062,-.31400043,1.2945999,1.7151002,-.71004355,1.4599998,-.037400056,-.46890014,-.72451645,4.2210002,-.67619962,-.97589993,4,8,4,6,13,0,0,.2,.3524735,1,,1,0,.71963328,10,5,4,
12/08/2018 - 21:45,4,0,18,gre,vit,2018,3.1048484,8.4799995,7.3839998,6.3529997,4.9621668,18.24,16.388,14.684,2.2032354,6.0999999,5.0180001,4.197,3.9623914,14.1,9.5720005,7.6480002,0,1,0,3,0,2,1,0,1,1,0,3,1,1,0,1,4,0,0,1,0,2,1,1,0,1,1,3,3,0,1,1,4,0,0,0,0,2,1,0,0,1,1,3,3,1.4,.80000001,1.25,.75,1.6666666,.66666669,1.5,.5,2,1,.60000002,1.8,.75,2.25,.66666669,1.6666666,.5,2.5,0,1,.60000002,.40000001,.5,.25,.66666669,.33333334,.5,0,1,0,2,1.4,1.75,1,2.3333333,1.3333334,2,.5,3,1,.44586554,1.1999997,1.5841998,1.5666997,.19231923,2.9459999,4.6026006,4.6561003,-.51267016,-1.8500001,-.88739997,-.64889997,-1.324792,-1.0989997,-2.4001997,-2.6888998,2,10,8,2,19,0,0,.2,.81266409,1,,4,0,.83795714,30,6,5,
19/08/2018 - 21:45,1,1,19,cru,bah,2018,2.8032143,7.9299998,6.4260001,4.8270001,5.9122224,16.84,13.136,11.066,2.4727585,8.0600004,6.2820001,4.9840002,5.0412502,18.92,13.412,10.828,1,0,0,1,1,0,1,1,0,0,1,0,3,1,1,1,1,0,0,1,1,0,2,2,2,0,0,0,1,0,2,2,0,0,1,0,3,2,4,1,1,1,1,3,3,.60000002,2,.25,1.5,.33333334,1.3333334,.5,1,0,1,1.4,.80000001,1.5,.75,1.3333334,1,1,.5,1,0,.2,.60000002,0,.5,0,.33333334,0,.5,0,1,.80000001,2.2,.25,2,.33333334,1.6666666,.5,2,0,3,.18408589,.78299987,.83340007,.16360012,.68004245,1.9750001,1.1379998,.77090013,-.27464807,.69700044,.48500004,.15530017,.19099569,3.8970001,1.4993995,.72310007,7,7,0,9,10,0,0,.2,.94020128,1,,1,1,.89416152,11,4,3,
19/08/2018 - 21:45,0,3,19,bot,cam,2018,3.0190001,8.0500002,5.8920002,5.072,5.228919,14.65,12.01,10.179,2.7439287,8.8599997,6.3379998,5.0570002,5.4956756,19.530001,14.188,11.534,2,0,1,0,3,1,3,1,0,0,1,1,3,0,0,0,1,0,0,1,0,0,2,3,2,0,0,0,1,1,2,0,0,1,1,3,3,0,2,2,3,0,0,0,0,.40000001,1.8,.5,1.75,.33333334,1.6666666,.5,1.5,1,3,1.2,1.2,1,.75,1.3333334,1,.5,.5,1,0,.2,.40000001,.25,.5,0,.33333334,0,.5,0,1,1,1.4,1.25,1.75,.66666669,1.3333334,1,1.5,1,3,.39987165,.90300024,.29940015,.4086,-.0032608986,-.21500035,.012000275,-.11609998,-.003477931,1.4969997,.54099977,.22830012,.64542103,4.5070009,2.2753997,1.4291004,8,5,-3,12,8,0,0,.2,.035886221,1,,0,3,.5641247,2,2,2,
19/08/2018 - 21:45,1,1,19,vas,cea,2018,1.6003125,8.54,5.5120001,4.0939999,4.371778,17.85,10.186,8.6429996,2.662143,5.23,4.6240001,4.158,4.2177501,11.44,8.3400002,7.138,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,2,0,0,1,0,3,1,1,4,0,0,1,0,3,0,0,1,2,0,0,0,0,1,0,0,1,1,0,3,0,.60000002,.40000001,.5,.5,.66666669,.66666669,.5,.5,0,0,1.6,.60000002,2,.5,2.3333333,0,1.5,0,1,0,.2,.40000001,0,.5,0,.66666669,0,.5,0,0,.60000002,1.4,0,1.75,0,2.3333333,0,2,0,1,-1.018816,1.393,-.080599979,-.56940019,-.86040193,2.9850004,-1.812,-1.6521002,-.08526361,-2.1329999,-1.173,-.67070007,-.63250446,-3.5830004,-3.5725999,-2.9669001,2,3,1,2,4,0,0,.2,.76755202,1,,1,1,.42711675,11,4,3,
19/08/2018 - 21:45,2,0,19,sao,cha,2018,3.1937931,8,6.4580002,5.7030001,5.9022222,12.88,12.3,11.214,2.3092592,6.3000002,4.434,3.8640001,3.9095237,10.92,8.4680004,7.3850002,0,1,0,3,0,3,2,1,1,1,1,3,3,2,1,1,1,1,0,3,1,2,1,0,1,1,0,3,1,1,0,2,1,0,0,0,0,3,0,1,0,1,0,3,1,2.2,.80000001,2,1,2.3333333,1.3333334,2.5,1.5,3,2,1,.80000001,1,1,.66666669,1,1,1,1,1,.80000001,.2,.75,.25,1,.33333334,1,.5,1,1,2.4000001,1.2,2.25,1.25,3,1.6666666,3,2,3,3,.57466465,.85300004,.86540014,1.0396,.67004222,-1.9849999,.30200022,.91889989,-.43814743,-1.0629997,-1.363,-.96469998,-.94073081,-4.1029997,-3.4445996,-2.7198999,2,7,5,2,11,0,1,.2,.57435268,1,,2,0,.059192222,20,6,5,
19/08/2018 - 21:45,3,0,19,cap,fla,2018,2.5037501,4.8299999,4.454,3.918,3.8587499,11.36,10.01,8.9560003,3.5444443,7.4899998,6.6760001,5.9959998,5.7075558,21.23,15.798,13.532,0,1,0,3,0,0,1,0,0,0,1,1,3,0,0,0,2,0,0,1,0,4,4,0,1,1,1,3,3,1,1,0,1,1,0,3,1,1,2,2,0,0,1,0,3,1.2,1.6,1.25,1.5,1.3333334,1.6666666,0,.5,0,1,.40000001,.80000001,0,1,0,1,0,1,0,0,.40000001,.60000002,.5,.5,.33333334,.66666669,0,.5,0,1,1.6,2,2,1.75,1.6666666,2,1,1.5,1,3,-.11537834,-2.3169999,-1.1386001,-.74540007,-1.37343,-3.5050004,-1.9879997,-1.3390995,.79703772,.12699981,.87900007,1.1672997,.85730124,6.2069998,3.8854003,3.4270995,10,3,-7,16,5,0,0,.2,.36551875,1,,3,0,.69307935,30,6,5,
19/08/2018 - 21:45,0,0,19,ame,flu,2018,2.0993104,5.3400002,4.7200003,4.0690002,4.566,16.58,11.688,10.069,2.4408,7.8000002,5.4560003,4.2130003,4.7213159,15.95,12.146,9.724,1,0,0,1,1,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,3,0,2,1,1,0,1,1,3,3,0,2,1,1,0,1,0,3,.60000002,.80000001,.75,.5,.33333334,.33333334,0,.5,0,0,.60000002,1.2,.5,1.25,.33333334,1.6666666,.5,2,1,3,.40000001,.40000001,.5,.25,.33333334,0,0,0,0,0,1.4,1.4,1.75,1,1.3333334,.33333334,.5,.5,0,0,-.51981801,-1.8069998,-.87259978,-.59439981,-.66617996,1.7149999,-.31000024,-.22609964,-.30660665,.43700022,-.34099969,-.61569977,-.12893867,.92699987,.23339978,-.38090006,5,5,0,7,8,1,0,.2,.024793098,1,,0,0,.91195494,0,4,3,
19/08/2018 - 21:45,0,1,19,cor,gre,2018,3.0507143,7.4499998,5.7539997,4.8769999,5.6845713,12.94,11.286,9.8859997,3.4275,8.4799995,7.3719997,6.5149999,5.0243335,16.6,16.074001,14.507,2,0,1,0,3,1,4,2,0,0,1,0,3,0,2,0,0,0,1,1,3,4,1,1,1,1,0,3,1,2,2,0,1,1,1,3,3,1,0,3,1,0,0,0,0,1.6,1.8,1.75,2.25,1.6666666,2.3333333,.5,3,1,4,1.2,.60000002,.75,.5,1,.33333334,1,0,2,0,.40000001,.60000002,.5,.75,.33333334,.66666669,0,1,0,1,1.4,2,1.75,2.5,1.3333334,2.3333333,.5,3,0,3,.43158585,.30299988,.16139965,.21359983,.45239133,-1.9250004,-.71199971,-.4091002,.68009341,1.1169996,1.5749997,1.6862998,.17407894,1.5770004,4.1614013,4.4021001,10,5,-5,18,8,0,0,.2,.51354051,1,,0,1,.57879305,1,1,1,
19/08/2018 - 21:45,0,3,19,vit,pal,2018,2.1539395,6.0999999,4.6440001,3.9860001,3.9954348,12.03,10.006,7.8969998,3.425,7.6999998,6.2480001,5.3099999,6.0955,14.98,13.144,11.773,2,0,1,0,3,0,1,4,0,0,1,0,3,1,0,1,0,0,0,1,1,0,3,4,0,0,1,0,3,1,0,0,1,1,0,3,0,1,3,4,2,0,1,0,3,.60000002,1.4,.5,1,.33333334,1.3333334,.5,.5,0,1,2.5999999,.60000002,2.25,.25,3,0,2.5,0,4,0,.2,.60000002,.25,.5,0,.66666669,0,.5,0,1,.80000001,2,1,1.75,.33333334,2.3333333,.5,2,0,3,-.46518892,-1.0470001,-.94859999,-.67739999,-1.2367451,-2.8350003,-1.9920003,-2.3981001,.67759335,.33699983,.45100012,.48129991,1.2452455,-.043000411,1.2313999,1.6680998,8,2,-6,12,3,0,0,.2,.23393431,1,,0,3,.29288042,2,2,2,
19/08/2018 - 21:45,1,0,19,int,par,2018,3.5943334,9.8999996,7.6900001,6.3610001,6.6338463,18.52,15.802,13.441999,1.6890323,6.0100002,4.6020002,3.6560001,3.9235294,9.04,7.8520002,6.4440002,0,1,0,3,0,3,1,0,1,1,0,3,1,1,0,0,1,1,0,3,0,3,0,0,3,1,0,3,0,1,0,2,2,0,0,0,0,1,1,0,0,1,1,3,3,1.8,.40000001,2,.25,2.3333333,.33333334,2,.5,3,1,.40000001,1.4,.5,1.75,0,1.6666666,0,1,0,1,.80000001,.2,.75,0,1,0,1,0,1,0,2.4000001,.80000001,2.25,.25,3,.33333334,3,.5,3,1,.975205,2.7529998,2.0974,1.6976,1.4016664,3.6550004,3.8040001,3.1468995,-1.0583743,-1.3529997,-1.1949998,-1.1726999,-.92672515,-5.9829998,-4.0605998,-3.6608999,1,10,9,1,16,0,0,.2,.39352462,1,,1,0,.16838276,10,5,4,
19/08/2018 - 21:45,3,0,19,san,spo,2018,2.1729167,5.3299999,4.3759999,3.727,6.1680555,15,13.556,11.599,2.7592001,7.6999998,5.9379997,4.5339999,4.3661113,11.62,9.7039995,8.184,0,1,0,3,0,0,1,3,3,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,4,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,2,0,0,1,0,.2,.80000001,.25,.75,0,1,0,1,0,1,1,2.2,1.25,2.25,1.3333334,2.6666667,1.5,2,3,3,0,0,0,0,0,0,0,0,0,0,.60000002,.2,.5,.25,.33333334,.33333334,.5,.5,0,0,-.44621176,-1.817,-1.2166002,-.93640006,.93587559,.13500004,1.5579998,1.3039001,.011793494,.33699983,.1409997,-.29470012,-.48414326,-3.4030001,-2.2086005,-1.9209,3,8,5,3,12,0,0,.2,.46541843,1,,3,0,.56010687,30,6,5,
22/08/2018 - 21:00,0,2,20,spo,ame,2018,2.5142307,7.6999998,5.8740001,4.388,4.1541667,10.02,8.7680006,7.5620003,2.1330001,5.46,4.9520001,4.1890001,4.6440001,16.58,11.734,10.195,2,0,1,0,3,0,0,3,0,0,0,0,1,1,0,3,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,4,0,0,1,0,3,0,2,1,1,0,1,0,3,.60000002,.60000002,.75,.25,.66666669,0,.5,0,0,0,2.4000001,.40000001,2.75,.25,2.3333333,.33333334,3,.5,3,0,0,.40000001,0,.25,0,0,0,0,0,0,.2,1.6,.25,1.25,.33333334,.66666669,0,.5,0,1,-.26747492,.62399977,.074800014,-.44330001,-.67575836,-4.8629994,-3.0583994,-2.4763997,-.57663488,-1.765,-.74559987,-.53879994,-.5995602,1.9349998,-.031999968,-.02920022,5,2,-3,8,2,0,0,.2,.842704,1,,0,2,.38116509,2,2,2,
22/08/2018 - 21:00,2,0,20,pal,bot,2018,3.7023077,8.0500002,6.7480001,5.7649999,6.3559999,17.120001,14.382,12.494,2.9823334,8.0500002,5.8439999,5.0539999,5.1962161,14.65,11.674,10.026999,0,1,0,3,0,3,0,0,3,1,0,3,0,1,1,0,1,1,0,3,1,0,0,0,0,0,0,1,1,3,0,0,3,1,0,3,0,0,1,1,0,0,1,0,3,1.4,.40000001,1.75,.25,1.3333334,.33333334,2,.5,3,0,.2,1.4,0,1.75,0,1.3333334,0,2,0,3,.60000002,.2,.75,0,.66666669,0,1,0,1,0,2,1,2.5,.5,2.3333333,.66666669,3,.5,3,0,.92060208,.97400016,.94880009,.93369985,1.5260749,2.2370007,2.5555999,2.4556005,.2726984,.82500017,.14639989,.32619983,-.047344137,.0049995421,-.092000388,-.19720045,5,9,4,8,14,0,0,.2,.40635833,1,,2,0,.96721375,20,6,5,
13/09/2018 - 20:00,2,1,20,cha,cap,2018,2.1711111,4.1300001,3.7779999,3.4449999,3.8150001,9.1599998,8.1199999,7.02,2.6534615,5.3400002,4.7319999,4.2290001,4.1293879,12.04,10.848001,9.533,0,1,0,3,0,0,3,2,0,0,1,0,3,2,0,1,0,1,0,3,1,1,0,1,0,0,0,1,1,1,4,1,0,0,1,1,3,0,1,1,0,0,1,0,3,.80000001,1.6,1,1.75,1,1,1,1.5,0,3,1.2,0,1.25,0,1.3333334,0,1.5,0,2,0,.2,.60000002,.25,.5,.33333334,.33333334,.5,.5,0,1,1,2.2,1.25,2,1.3333334,1.6666666,1.5,2,0,3,-.61059451,-2.9459999,-2.0212002,-1.3863001,-1.014925,-5.723,-3.7064002,-3.0184,-.056173552,-1.8849999,-.96560013,-.49879998,-1.1141723,-2.605,-.91799963,-.6911999,4,2,-2,6,1,0,0,.2,.14166762,1,,2,1,.57455939,21,7,5,
22/08/2018 - 21:00,1,0,20,flu,cor,2018,2.4884615,7.6100001,5.5479999,4.3400002,4.8069229,15.69,12.486,9.7159996,3.094074,7.27,5.7799997,4.7360001,5.6300001,11.71,10.66,9.5929995,0,1,0,3,0,0,0,0,1,0,0,1,0,0,1,3,2,0,0,0,0,1,0,1,0,0,0,1,1,0,4,1,1,0,1,0,3,1,2,0,0,1,1,3,3,.40000001,1.4,.25,1.25,.33333334,.33333334,0,.5,0,0,1,.80000001,1.25,1,1.3333334,1,1.5,1.5,0,1,.2,.40000001,0,.25,0,0,0,0,0,0,1,1.4,.5,1,.66666669,.33333334,.5,0,1,0,-.29324415,.5340001,-.2512002,-.49129987,-.023002172,.8069995,.6595999,-.32240042,.38443899,.044999935,.082399748,.0081999777,.38643986,-2.9349999,-1.1060003,-.63120043,4,5,1,7,7,0,0,.2,.00025914263,1,,1,0,.53702641,10,5,4,
22/08/2018 - 21:00,1,1,20,gre,cru,2018,3.5942423,8.8400002,7.9980001,6.9650002,5.0571184,17.33,16.318001,14.743,2.7878571,7.9299998,6.4120002,4.7309999,5.7389188,16.84,13.058001,11.001,1,0,0,1,1,1,1,0,1,1,0,3,1,4,0,0,1,1,0,3,0,2,1,0,1,1,0,3,1,1,0,1,2,0,0,1,0,2,0,1,2,1,0,3,0,2,.40000001,2,.5,2.3333333,.66666669,2.5,.5,1,1,.40000001,1.4,.25,1.25,0,1,0,1,0,1,.80000001,0,.75,0,1,0,1,0,1,0,2.5999999,.40000001,2.5,.5,3,.66666669,3,.5,3,1,.81253672,1.7640002,2.1988001,2.1337001,.22719333,2.4469998,4.4916005,4.7045999,.078222051,.7049998,.71440017,.0031998635,.49535853,2.1950002,1.2920004,.77680051,7,10,3,10,19,0,0,.2,.41561681,1,,1,1,.30651462,11,4,3,
22/08/2018 - 21:00,0,1,20,bah,int,2018,2.5539286,7.3800001,6.026,4.8000002,4.9092307,18.190001,12.724,10.412,3.661,10.1,8.1140003,6.5880003,6.4597435,17.790001,14.968,12.853,2,0,1,0,3,1,1,1,0,0,1,1,3,1,3,0,0,1,1,3,3,1,1,1,0,0,1,1,3,2,3,2,0,0,1,1,3,2,1,0,2,1,0,3,0,1.4,1.8,1.25,2,1,1.6666666,1,2,1,1,.80000001,.40000001,1,0,.66666669,0,.5,0,1,0,.40000001,.80000001,.25,1,.33333334,1,.5,1,0,1,1.8,2.4000001,1.5,3,1.6666666,3,2,3,1,3,-.22777703,.30400008,.22679996,-.031299829,.079305626,3.3070004,.89759982,.37359968,.95136499,2.8750002,2.4164004,1.8602002,1.2161833,3.1450009,3.2020001,2.6287997,9,6,-3,15,9,0,0,.2,.40304571,1,,0,1,.9327327,1,1,1,
